T拼音	汉字	类别	意符	通用语	释义
ying2	滢	纯粹	ic	igkic	清澈
ying2	蓥	山岗	ug	igkug	华蓥，山名，在四川
ying2	潆	水文	uw	igkuw	〔潆洄〕水流回旋
ying2	蝇	[昆虫]	k	igkk	〔苍蝇〕昆虫，种类很多，通常指家蝇
ying2	嬴	[祖姓]	z	igkz	姓氏
ying2	赢	获取	hq	igkhq	有余利，获利
ying2	瀛	流体	lt	igklt	海：瀛海
ying3	郢	地名	dm	igfdm	古代楚国的都城，在今湖北省江陵县附近
ying3	颍	河川	hi	igfhi	〔颍河〕水名，源于河南省，流经安徽省入淮河
ying3	颖	叶子	yz	igfyz	禾的末端，植物学上指某些禾本科植物小穗基部的苞片
ying3	影	(能效)		igf	物体挡住光线时所形成的四周有光中间无光的形象，亦指不真切的形象或印象
ying3	影	能效	nx	igfnx	物体挡住光线时所形成的四周有光中间无光的形象，亦指不真切的形象或印象
ying3	瘿	疾病	jb	igfjb	中医指多因郁怒忧思过度，气郁痰凝血瘀结于颈部，或生活在山区与水中缺碘有关的病
ying4	应	(沟通)		igd	该，当，又引申料想理该如此
ying4	应	沟通	gt	igdgt	该，当，又引申料想理该如此
ying4	映	能效	nx	igdnx	照射
ying4	硬	质感	vg	igdvg	坚固，与“软”相对
ying4	媵	风俗	fs	igdfs	古代指随嫁，亦指随嫁的人
yo1	哟	"(叹词,排序)"		yo	同“唷”叹词，表示惊讶或疑问
yo1	哟	"叹词,排序"	tcp	yoltcp	同“唷”叹词，表示惊讶或疑问
yo1	唷	(叹词)		yol	叹词，表示惊讶或疑问
yo1	唷	叹词	tc	yoltc	叹词，表示惊讶或疑问
yo1	育	[叹词]	t	yolt	〔杭育〕从事重体力劳动（大多为集体操作）时呼喊的声音
yo5	哟	(语助词)		yom	助词（用在句末或句中停顿处，如“大家一齐干哟
yo5	哟	语助词	yv	yomyv	助词（用在句末或句中停顿处，如“大家一齐干哟
yong1	佣	[交易]	j	ioglj	雇用，受雇用
yong1	拥	(手控)		iog	抱：拥抱
yong1	拥	手控	uk	iogluk	抱：拥抱
yong1	痈	疾病	jb	iogljb	一种皮肤和皮下组织的化浓性炎症，易生于颈、背部，常伴有畏寒、发热等全身症状
yong1	邕	河川	hi	ioglhi	〔邕江〕水名，在广西壮族自治区
yong1	庸	(才情)		iogl	平常，不高明的
yong1	庸	才情	cq	ioglcq	平常，不高明的
yong1	雍	态势	tu	iogltu	和谐
yong1	墉	土建	tj	iogltj	城墙
yong1	慵	体感	tg	iogltg	困倦，懒得动
yong1	壅	屏蔽	pb	ioglpb	堵塞
yong1	镛	乐器	yq	ioglyq	大钟，古代的一种乐器
yong1	臃	仪态	yt	ioglyt	肿：臃肿。过于肥胖，以致动转不灵便
yong1	鳙	鱼类	yl	ioglyl	〔鳙鱼〕身体暗黑色，头很大，生活在淡水中，为重要食用鱼。俗称“胖头鱼”
yong1	饔	菜饭	cf	ioglcf	熟食
yong2	喁	(动作)		iogk	〔喁喁〕低声，如“喁喁细语”
yong2	喁	动作	dz	iogkdz	〔喁喁〕低声，如“喁喁细语”
yong3	永	(差异)		iogf	久远
yong3	永	差异	iy	iogfiy	久远
yong3	甬	地市	du	iogfdu	中国浙江省宁波市的别称
yong3	咏	叙述	xu	iogfxu	唱，声调有抑扬地念
yong3	泳	动作	dz	iogfdz	在水里游动
yong3	俑	祭品	jp	iogfjp	古代殡葬用的木制或陶制的偶人
yong3	勇	性格	xg	iogfxg	有胆量，敢做
yong3	涌	水文	uw	iogfuw	水由下向上冒出来
yong3	恿	劝说	qu	iogfqu	〔怂恿〕鼓动别人去做某事
yong3	蛹	变态	bt	iogfbt	昆虫从幼虫过渡到成虫时的一种形态
yong3	踊	奔走	bz	iogfbz	往上跳
yong4	佣	财产	ci	iogdci	买卖东西时，给中间人的报酬
yong4	用	(做事)		iogd	使人或物发挥其功能
yong4	用	做事	zu	iogdzu	使人或物发挥其功能
you1	优	(观念)		iu	美好的，出众的
you1	优	观念	gn	iulgn	美好的，出众的
you1	忧	(忧愁)		iul	发愁
you1	忧	忧愁	yi	iulyi	发愁
you1	攸	[语助词]	y	iuly	文言语助词，无义
you1	呦	[叹词]	t	iult	叹词，表示惊异
you1	幽	态势	tu	iultu	隐藏，不公开的
you1	悠	次序	cx	iulcx	久，远，长
you2	蝤	"虫子,排序A"	izpa	iukizpa	〔蝤蛴〕古书上指天牛的幼虫。
you2	繇	"介词,古字"	jcg	iukjcg	古同“由”，从，自
you2	尢	"差异,排序"	iyp	iukiyp	特异的，突出的
you2	尤	差异	iy	iukiy	特异的，突出的
you2	由	(介词)		iuk	原因
you2	由	介词	jc	iukjc	原因
you2	犹	[思绪]	s	iuks	相似，如同
you2	邮	操控	ck	iukck	由国家专设的机构传递信件、款项、物件等
you2	油	能源	ny	iukny	动植物体内所含的脂肪或矿产的碳氢化合物的混和液体，一般不溶于水，容易燃烧
you2	柚	木本	mb	iukmb	〔柚木〕落叶乔木，木材暗褐色，坚硬耐腐蚀，适于制造船舰、车辆等，亦供建筑用
you2	疣	疾病	jb	iukjb	一种皮肤病，病原体是一种病毒，症状是皮肤上出现黄褐色的小疙瘩，不痛也不痒
you2	莜	谷物	gw	iukgw	〔莜麦〕一年生草本植物，种子可磨成面供食用
you2	莸	草本	cb	iukcb	古书上指一种有臭味的草
you2	铀	元素	ys	iukys	一种放射性金属元素U，能放射出α、β和γ射线，在自然界中分布极少，主要用来产生原子能
you2	蚰	"虫子,排序"	izp	iukizp	〔蚰蜒〕节肢动物，像蜈蚣而略小，黄褐色，触角和脚很长，毒颚很大，栖息房屋内外阴湿处
you2	游	动作	dz	iukdz	人或动物在水里行动
you2	鱿	虫子	iz	iukiz	〔鱿鱼〕软体动物，形状略像乌贼，生活在海洋中。可食，味鲜美
you2	猷	智慧	vh	iukvh	计谋，打算，谋划
you2	蝣	[昆虫]	k	iukk	〔蜉蝣〕昆虫，幼虫生在水中，成虫褐绿色，有翅两对，在水面飞行
you2	輶	车辆	il	iukil	古代一种轻便的车
you3	友	友人	yr	iufyr	彼此有交情的人
you3	有	(矛盾)		iuf	存在
you3	有	矛盾	md	iufmd	存在
you3	卣	盛器	iq	iufiq	古代一种盛酒的器具，口小腹大，有盖和提梁
you3	酉	类别	lb	iuflb	地支的第十位，属鸡
you3	莠	草本	cb	iufcb	一年生草本植物，穗有毛，很像谷子，亦称“狗尾草”
you3	铕	元素	ys	iufys	一种金属元素Eu，银白色
you3	牖	土建	tj	iuftj	窗户
you3	黝	色彩	sc	iufsc	黑色
you4	柚	木本	mb	iudmb	常绿乔木，果实称“柚子，皮粗而厚，色黄，肉白或粉红色，多汁，味酸甜，亦称“文旦”
you4	有	副词	fc	iudfc	古同“又”，表示整数之外再加零数
you4	又	[副词]	f	iudf	古同“又”，表示整数之外再加零数
you4	右	(方位)		iud	面向南时，西的一边，与“左”相对
you4	右	方位	fw	iudfw	面向南时，西的一边，与“左”相对
you4	幼	次序	cx	iudcx	年纪小，初出生的
you4	佑	保卫	bw	iudbw	帮助
you4	侑	社交	uj	iuduj	相助
you4	囿	田园	ty	iudty	养动物的园子
you4	宥	意念	yn	iudyn	宽容，饶恕，原谅
you4	诱	劝说	qu	iudqu	劝导，教导
you4	蚴	变态	bt	iudbt	绦虫、血吸虫等的幼体
you4	釉	材料	cl	iudcl	覆盖在陶瓷、搪瓷表面的玻璃质薄层
you4	鼬	[哺乳]	b	iudb	〔黄鼬〕哺乳动物，身体细长，毛黄褐色，遇到侵害能由肛门分泌臭液自卫，常捕食家禽，毛可制狼毫笔
yv1	纡	外观	wg	vlwg	弯曲，绕弯
yv1	迂	来往	lw	vllw	曲折，绕远
yv1	迂	来往	lw	vllw	曲折，绕远
yv1	淤	(下沉)		vl	河沟中沉积的泥沙
yv1	淤	下沉	xi	vlxi	河沟中沉积的泥沙
yv1	瘀	疾病	jb	vljb	血液凝滞
yv1	於	[祖姓]	z	vlz	姓氏
yv1	吁	[叹词]	t	vlt	为某种要求而呼喊
yv2	渝	变化	bh	vkbh	改变，违背（多指感情或态度）
yv2	于	(介词)		vk	介词，在
yv2	于	介词	jc	vkjc	介词（ａ．在；ｂ．到；ｃ．对；ｄ．向；ｅ．给；ｆ．自，从；ｇ．表比较；ｈ．表被动）。
yv2	予	[代词]	d	vkd	同“余”，我
yv2	余	容量	rl	vkrl	剩下来的，多出来的
yv2	妤	帝皇	dh	vkdh	〔婕妤〕中国汉代宫中女官名
yv2	欤	[语助词]	y	vky	文言助词，表示疑问、感叹、反诘等语气。
yv2	盂	盛器	iq	vkiq	一种盛液体的器皿
yv2	臾	时日	ur	vkur	〔须臾〕片刻，一会儿
yv2	鱼	生命	um	vkum	同“余”，我
yv2	俞	[叹词]	t	vkt	文言叹词，表示允许
yv2	禺	哺乳	br	vkbr	古代传说中的一种猴
yv2	竽	乐器	yq	vkyq	古代吹奏乐器，像笙，有三十六簧
yv2	舁	力量	ll	vkll	共同用手抬
yv2	娱	快乐	kl	vkkl	快乐或使人快乐
yv2	狳	[哺乳]	b	vkb	〔犰狳〕哺乳动物，身体分前、中、后三段，头尾及胸部都有鳞片，腹部有毛，穴居土中，善于掘土
yv2	谀	社交	uj	vkuj	谄媚，奉承
yv2	馀	"容量,排序"	rlp	vkrlp	同“余”剩下来的，多出来的
yv2	渔	狩猎	ul	vkul	捕鱼
yv2	萸	"木本,排序"	mbp	vkmbp	〔茱萸〕落叶小乔木，结长椭圆形核果，红色，味酸，可入药
yv2	隅	场所	is	vkis	角落
yv2	雩	典礼	dl	vkdl	古代为求雨而举行的一种祭祀
yv2	嵛	山岗	ug	vkug	[昆嵛]山名，在山东
yv2	愉	好感	hg	vkhg	和悦，快意
yv2	揄	搬运	by	vkby	拉，引
yv2	腴	体貌	tm	vktm	腹下的肥肉
yv2	逾	奔走	bz	vkbz	越过，超过
yv2	愚	才情	cq	vkcq	傻，笨
yv2	榆	木本	mb	vkmb	落叶乔木，实扁圆，木材坚实，可制器具或供建筑用
yv2	瑜	物产	wi	vkwi	美玉
yv2	虞	智慧	vh	vkvh	预料
yv2	觎	希望	xw	vkxw	[觊觎]希望得到
yv2	窬	固象	gx	vkgx	中空
yv2	舆	车辆	il	vkil	车中装载东西的部分，后泛指车
yv2	蝓	虫子	iz	vkiz	〔蛞蝓〕软体动物，身体像蜗牛，但没有壳，吃蔬菜或瓜果的叶子，对农作物有害
yv2	踰	"来往,排序"	lwp	vklwp	同“逾”越过，超过
yv2	与	语助词	yv	vkyv	同“欤”文言助词，表示疑问、感叹、反诘等语气。
yv3	予	送给	sg	vfsg	给与
yv3	与	(介词)		vf	和，跟
yv3	与	介词	jc	vfjc	和，跟
yv3	伛	姿态	zt	vfzt	驼背
yv3	宇	土建	tj	vftj	屋檐，泛指房屋
yv3	屿	近水	ju	vfju	小岛
yv3	羽	皮肤	pf	vfpf	鸟的毛
yv3	雨	天气	tq	vftq	从云层中降落的水滴
yv3	俣	差异	iy	vfiy	大：俣俣（魁伟的样子）
yv3	禹	[名称]	m	vfm	传说中国夏代的第一个君主，他曾经治过洪水
yv3	语	音乐	yy	vfyy	话：语言
yv3	圄	场所	is	vfis	〔囹圄〕监狱
yv3	圉	田园	ty	vfty	养马的地方
yv3	庾	"场所,排序"	isp	vfisp	露天的谷仓
yv3	瘐	死亡	sw	vfsw	〔瘐死〕古代指囚犯因受刑、冻饿、生病而死在监狱里，现在称“监毙”
yv3	窳	野蛮	ym	vfym	懒惰
yv3	龉	仪态	yt	vfyt	〔龃龉〕牙齿上下对不上，喻意见不合
yv4	谷	族群	zq	vdzq	吐谷浑我国古代民族，在今甘肃、青海一带。隋唐史增建立政权
yv4	菀	"繁荣,书面语"	frum	vdfrum	草木茂盛的样子
yv4	尉	[祖姓]	z	vdz	姓氏
yv4	蔚	府县	fx	vdfx	[蔚县]地名，在河北
yv4	与	社交	uj	vduj	交往，友好
yv4	雨	"天气,动词"	tqd	vdtqd	下雨，落下
yv4	语	叙述	xu	vdxu	告诉
yv4	玉	物产	wi	vdwi	石头的一种，质细而坚硬，有光泽，略透明，可雕琢成工艺品
yv4	驭	[操作]	c	vdc	驾驶马车
yv4	吁	劝说	qu	vdqu	为某种要求而呼喊
yv4	聿	语助词	yv	vdyv	文言助词，无义，用于句首或句中
yv4	芋	草本	cb	vdcb	多年生草本植物，作一年生栽植培
yv4	妪	称谓	iw	vdiw	年老的女人
yv4	饫	体感	tg	vdtg	饱食
yv4	育	(本能)		vd	生养
yv4	育	本能	bn	vdbn	生养
yv4	郁	繁荣	fr	vdfr	树木丛生
yv4	昱	光泽	gz	vdgz	日光，光明
yv4	狱	场所	is	vdis	监禁罪犯的地方
yv4	峪	地形	dx	vddx	山谷（多用于地名）
yv4	浴	保健	bj	vdbj	洗身，洗澡
yv4	钰	器材	qc	vdqc	坚硬的金属
yv4	预	次序	cx	vdcx	在事情发生或进行之前
yv4	域	区域	qy	vdqy	在一定疆界内的地方
yv4	欲	谋求	mq	vdmq	想得到某种东西或想达到某种目的的要求
yv4	谕	沟通	gt	vdgt	告诉，使人知道（一般用于上对下）
yv4	阈	土建	tj	vdtj	门坎
yv4	喻	模仿	mf	vdmf	比方
yv4	寓	驻留	vl	vdvl	原指寄居，后泛指居住
yv4	御	技能	jn	vdjn	驾驶车马
yv4	裕	容量	rl	vdrl	丰富，宽绰
yv4	遇	接触	ji	vdji	相逢，遭遇
yv4	鹆	"鸟类,排序"	nlp	vdnlp	〔鸲鹆〕鸟，能模仿人说话。亦称“八哥儿”
yv4	愈	[评判]	p	vdp	较好，胜过
yv4	煜	耗能	hn	vdhn	照耀
yv4	蓣	"草本,排序"	cbp	vdcbp	〔薯蓣〕多年生草本植物，茎蔓生，块根为圆柱形，可食。通称“山药”
yv4	誉	表示	bu	vdbu	名声
yv4	毓	"本能,排序"	bnp	vdbnp	同“育”，多用于人名
yv4	蜮	神话	uh	vduh	传说中一种在水里暗中害人的怪物
yv4	豫	快乐	kl	vdkl	欢喜，快乐
yv4	燠	肤觉	fj	vdfj	暧，热
yv4	鹬	鸟类	nl	vdnl	鸟，羽毛茶褐色，嘴、脚都很长，趾间无蹼，常在水边或田野中捕吃小鱼、小虫和贝类
yv4	鬻	[交易]	j	vdj	卖：鬻歌
yv4	熨	从容	cr	vdcr	心情安宁、舒畅
yv4	粥	"本能,古字"	bng	vdbng	古同“育”，生养
yvan1	鸢	"鸟类,肉食"	nlr	vblnlr	鸟，鹰科，头顶及喉部白色，嘴带蓝色，体上部褐色，微带紫，两翼黑褐色，腹部淡赤，尾尖分叉，四趾都有钩爪，捕食蛇、鼠、蜥蜴、鱼等
yvan1	冤	(诉讼)		vbl	屈枉，无故受到指责或处分
yvan1	冤	诉讼	ss	vblss	屈枉，无故受到指责或处分
yvan1	眢	疾病	jb	vbljb	眼睛枯陷失明
yvan1	鸳	鸟类	nl	vblnl	〔鸳鸯〕水鸟，比鸭小，栖息于池沼之上，雌雄常在一起
yvan1	渊	(流体)		vb	深水，潭
yvan1	渊	流体	lt	vbllt	深水，潭
yvan1	箢	器皿	qm	vblqm	〔箢篼〕竹篾等编成的盛东西的器具
yvan2	芫	木本	mb	vbkmb	〔芫花〕落叶灌木，开紫色小花，有毒；供观赏，花蕾可入药
yvan2	元	(开始)		vbk	头、首、始、大
yvan2	元	开始	ku	vbkku	头、首、始、大
yvan2	员	称谓	iw	vbkiw	人，工作或学习的人
yvan2	园	田园	ty	vbkty	种植果蔬花木的地方
yvan2	沅	河川	hi	vbkhi	〔沅江〕水名，发源于中国贵州省，流经湖南省入洞庭湖
yvan2	垣	土建	tj	vbktj	矮墙，墙
yvan2	爰	连词	lc	vbklc	于是
yvan2	原	次序	cx	vbkcx	最初的，开始的
yvan2	圆	几何	jh	vbkjh	从中心点到周边任何一点的距离都相等的形
yvan2	袁	[祖姓]	z	vbkz	姓氏
yvan2	援	搬运	by	vbkby	牵引
yvan2	缘	矛盾	md	vbkmd	因由，因为
yvan2	鼋	爬类	pl	vbkpl	大鳖
yvan2	塬	地形	dx	vbkdx	中国西北部黄土高原地区因冲刷形成的高地，四边陡，顶上平
yvan2	源	近水	ju	vbkju	水流所从出的地方
yvan2	猿	[哺乳]	b	vbkb	哺乳动物，与猴相似，比猴大，颊下没有囊，没有尾巴，猩猩、大猩猩、长臂猿等都是
yvan2	辕	组合	zh	vbkzh	车前驾牲畜的两根直木
yvan2	圜	"几何,排序"	jhp	vbkjhp	同“圆”从中心点到周边任何一点的距离都相等的形
yvan2	橼	"木本,排序"	mbp	vbkmbp	〔枸橼〕常绿小乔木或大灌木，有短刺。果实长圆形，黄色，有香气，果皮可入药或提制芳香油
yvan2	螈	两栖	lq	vbklq	〔蝾螈〕两栖动物，形状似蜥蜴。头扁平，四肢细长，无蹼，尾侧扁，卵生
yvan2	媛	观念	gn	vbkgn	(姿态)美好
yvan3	远	(空间)		vbf	距离长，与“近”相对
yvan3	远	空间	kj	vbfkj	距离长，与“近”相对
yvan4	苑	田园	ty	vbdty	古代养禽兽植林木的地方，多指帝王的花园
yvan4	怨	仇恨	ih	vbdih	仇恨
yvan4	院	(场所)		vbd	围墙里房屋四周的空地
yvan4	院	场所	is	vbdis	围墙里房屋四周的空地
yvan4	垸	组合	zh	vbdzh	中国湖南、湖北两省在湖泊地带挡水的堤圩，亦指堤所围住的地区
yvan4	媛	典范	df	vbddf	美女
yvan4	掾	帝皇	dh	vbddh	原为佐助的意思，后为副官佐或官署属员的通称
yvan4	瑗	玩物	ww	vbdww	大孔的璧
yvan4	愿	希望	xw	vbdxw	希望
yve1	曰	(叙述)		vel	说，叫做（书面语）
yve1	曰	叙述	xu	velxu	说，叫做（书面语）
yve1	约	(胁迫)		ve	拘束，限制
yve1	约	胁迫	xp	velxp	拘束，限制
yve3	哕	[拟词]	n	vefn	呕吐，气逆时嘴里发出的声音：干哕（要吐而吐不出东西来）。
yve4	乐	音乐	yy	vedyy	声音，和谐成调的
yve4	栎	地名	dm	veddm	〔栎阳〕地名，在陕西省
yve4	说	"快乐,古字"	klg	vedklg	古同“悦”高兴，愉快
yve4	月	(天文)		ved	地球最大的天然卫星（亦称“月亮”、“月球”）
yve4	月	天文	tw	vedtw	地球最大的天然卫星（亦称“月亮”、“月球”）
yve4	刖	处分	if	vedif	古代的一种酷刑，把脚砍掉
yve4	岳	山岗	ug	vedug	高大的山
yve4	钥	机械	jx	vedjx	开锁或上锁的用具
yve4	悦	快乐	kl	vedkl	高兴，愉快
yve4	钺	兵器	bq	vedbq	古代兵器，青铜制，像斧，比斧大，圆刃可砍劈，中国商及西周盛行
yve4	阅	察看	ik	vedik	看，察看
yve4	跃	奔走	bz	vedbz	跳：跳跃
yve4	粤	地区	dq	veddq	广东省的别称
yve4	越	相对	xd	vedxd	度过，超出
yve4	樾	能效	nx	vednx	树阴凉儿
yve4	龠	乐器	yq	vedyq	古代乐器，形状像笛
yve4	瀹	烹饪	pr	vedpr	煮：瀹茗
yvn1	氲	(天气)		vnl	〔氤氲〕烟云弥漫
yvn1	氲	天气	tq	vnltq	〔氤氲〕烟云弥漫
yvn1	晕	(知觉)		vn	昏迷
yvn1	晕	知觉	vj	vnlvj	昏迷
yvn2	筠	茎干	jg	vnkjg	竹子的青皮
yvn2	员	[名称]	m	vnkm	古人名用字
yvn2	云	(叙述)		vnk	说话，引文
yvn2	云	叙述	xu	vnkxu	说话，引文
yvn2	匀	形态	xt	vnkxt	平均，使平均
yvn2	纭	态势	tu	vnktu	多而杂乱
yvn2	芸	草本	cb	vnkcb	即“油菜”，亦称“芸薹”
yvn2	昀	光泽	gz	vnkgz	日光
yvn2	郧	府县	fx	vnkfx	古地名，在今江苏省如臬县
yvn2	耘	农耕	ng	vnkng	除草
yvn3	允	(沟通)		vnf	答应，认可
yvn3	允	沟通	gt	vnfgt	答应，认可
yvn3	狁	族群	zq	vnfzq	〔猃狁〕中国古代北方的民族，春秋时称“戎”、“狄”，战国后称“匈奴”
yvn3	陨	下沉	xi	vnfxi	坠落
yvn3	殒	死亡	sw	vnfsw	死亡
yvn4	员	[祖姓]	z	vndz	姓氏
yvn4	孕	本能	bn	vndbn	胎，怀胎
yvn4	运	(属性)		vnd	人的遭遇，亦特指迷信的人所说的遭遇
yvn4	运	属性	ux	vndux	人的遭遇，亦特指迷信的人所说的遭遇
yvn4	郓	地名	dm	vnddm	〔郓城〕地名，在山东省
yvn4	恽	祖姓	zx	vndzx	姓氏
yvn4	晕	光泽	gz	vndgz	太阳或月亮周围形成的光圈
yvn4	酝	技能	jn	vndjn	酿酒，亦指酒
yvn4	愠	恼怒	nn	vndnn	怒，怨恨
yvn4	韫	汇集，书面语	hjum	vndhjum	收藏，蕴藏，包含
yvn4	韵	音乐	yy	vndyy	和谐而有节奏的
yvn4	熨	劳作	lz	vndlz	用烙铁、熨斗烫平
yvn4	蕴	汇集	hj	vndhj	积聚，蓄藏，包含
za1	匝	(量词)		zal	周，绕一圈
za1	匝	[量词]	l	zall	周，绕一圈
za1	咂	发声	fu	zalfu	舌头与腭接触发声，表示赞叹或羡慕
za1	拶	胁迫	xp	zalxp	逼迫
za1	扎	(捆扎)		za	捆，缠束
za1	扎	捆扎	kz	zalkz	捆，缠束
za2	杂	(浓度)		zak	多种多样的，不单纯的
za2	杂	浓度	nd	zaknd	多种多样的，不单纯的
za2	砸	碰撞	pv	zakpv	打，捣
za2	咱	[代词]	d	zakd	我，自称之辞，多见于早期白话
za3	咋	(代词)		zaf	怎，怎么
za3	咋	代词	dc	zafdc	怎，怎么
zai1	灾	(灾难)		zai	水、火、荒旱等所造成的祸害
zai1	灾	灾难	zn	zailzn	水、火、荒旱等所造成的祸害
zai1	甾	[化学]	h	zailh	有机化合物的一类，广泛存在于动植物体内，胆固醇和多种激素都属于甾类化合物
zai1	哉	语助词	yv	zailyv	文言语气助词，表疑问或反诘，相当于“吗”，“呢”，如“何哉？”“有何难哉？
zai1	栽	(农耕)		zail	移植
zai1	栽	农耕	ng	zailng	移植
zai3	宰	致命	vm	zaifvm	杀牲畜
zai3	载	(时日)		zaif	年：一年半载
zai3	载	时日	ur	zaifur	年：一年半载
zai3	崽	称谓	iw	zaifiw	小孩子
zai3	仔	"称谓,排序"	iwp	zaifiwp	同“崽”小孩子
zai4	载	包装	bv	zaidbv	装，用交通工具装
zai4	再	[规律]	g	zaidg	表示又一次，有时专指第二次，有时又指多次
zai4	在	(态势)		zaid	存，居
zai4	在	(态势)		zaid	存，居
zai4	在	态势	tu	zaidtu	存，居
zan1	糌	(米面)		zanl	〔糌粑〕青稞麦炒熟后磨成的面，是中国藏族人的主食
zan1	糌	米面	mm	zanlmm	〔糌粑〕青稞麦炒熟后磨成的面，是中国藏族人的主食
zan1	簪	(佩(配)饰)		zan	用来绾住头发的一种首饰，古代亦用以把帽子别在头发上
zan1	簪	佩<配>饰	pu	zanlpu	用来绾住头发的一种首饰，古代亦用以把帽子别在头发上
zan2	咱	(代词)		zank	我，指自己（方言）
zan2	咱	代词	dc	zankdc	我，指自己（方言）
zan3	拶	力量	ll	zanfll	压紧
zan3	昝	[祖姓]	z	zanfz	姓氏
zan3	攒	(汇集)		zanf	积聚，积蓄
zan3	攒	汇集	hj	zanfhj	积聚，积蓄
zan3	趱	动态	dt	zanfdt	赶，快走
zan4	暂	次序	cx	zandcx	时间短，（跟“久”相对)
zan4	赞	(保卫)		zand	帮助，辅佐
zan4	赞	保卫	bw	zandbw	帮助，辅佐
zan4	錾	工具	gj	zandgj	凿金石用的工具
zan4	瓒	祭品	jp	zandjp	古代祭祀用的一种像勺子的玉器
zan5	咱	(时日)		zanm	方言，“早、晚”二字的合音
zan5	咱	时日	ur	zanmur	方言，“早、晚”二字的合音
zang1	赃	(财产)		zagl	贪污受贿或偷盗所得的财物
zang1	赃	财产	ci	zaglci	贪污受贿或偷盗所得的财物
zang1	臧	观念	gn	zaglgn	善，好
zang1	脏	(污浊)		zag	有尘土，汗泽，污垢等
zang1	脏	污浊	wv	zaglwv	有尘土，汗泽，污垢等
zang3	驵	(哺乳)		zagf	好马，壮马
zang3	驵	哺乳	br	zagfbr	好马，壮马
zang4	藏	(场所)		zagd	储放东西的地方
zang4	藏	场所	is	zagdis	储放东西的地方
zang4	奘	仪态	yt	zagdyt	壮大，多用于人名
zang4	脏	器官	qg	zagdqg	身体内部器官的总称
zang4	葬	墓葬	mz	zagdmz	掩埋死人，泛指处理死者遗体
zao1	遭	(接触)		zao	遇见，碰到
zao1	遭	接触	ji	zaolji	遇见，碰到
zao1	糟	(废品)		zaol	做酒剩下的渣子
zao1	糟	废品	fp	zaolfp	做酒剩下的渣子
zao2	凿	(工具)		zaok	挖槽或穿孔用的工具，称“凿子”
zao2	凿	工具	gj	zaokgj	挖槽或穿孔用的工具，称“凿子”
zao3	早	(时日)		zaof	太阳出来的时候
zao3	早	时日	ur	zaofur	太阳出来的时候
zao3	枣	果品	gp	zaofgp	落叶灌木或乔木，枝有刺，叶卵形，开小黄花，核果称“枣子”或“枣儿”，椭圆形，熟时红色，可食
zao3	蚤	[昆虫]	k	zaofk	昆虫，赤褐色，善跳跃，寄生在人和畜的身体上，吸血液，能传染鼠疫等疾病。通称“跳蚤”
zao3	澡	保健	bj	zaofbj	沐浴全身，引申为保持节操
zao3	藻	隐花	yh	zaofyh	隐花植物的一大类，无根、茎、叶等部分的区别，有叶绿素可以自己制造养料，种类很多，海水和淡水里都有，极少数可生活在陆地的阴湿地方
zao4	灶	炊具	ij	zaodij	用砖石砌成的生火做饭的设备
zao4	皂	色彩	sc	zaodsc	黑色
zao4	唣	声音	uy	zaoduy	〔罗唣〕吵闹
zao4	造	(做事)		zaod	制作，做
zao4	造	做事	zu	zaodzu	制作，做
zao4	噪	发声	fu	zaodfu	许多人大喊大叫，喧哗，鼓动
zao4	燥	肤觉	fj	zaodfj	干，缺少水分
zao4	躁	态度	td	zaodtd	性急，不冷静
ze2	则	(规范)		zek	模范
ze2	则	规范	gf	zekgf	模范
ze2	择	选择	xz	zekxz	挑拣，挑选
ze2	泽	流体	lt	zeklt	水积聚的地方
ze2	责	责任	zr	zekzr	分内应做的事
ze2	迮	空间	kj	zekkj	狭窄
ze2	啧	沟通	gt	zekgt	争辩，人多嘴杂
ze2	帻	服装	fv	zekfv	古代的头巾
ze2	笮	[祖姓]	z	zekz	姓氏
ze2	舴	载具	zj	zekzj	〔舴艋〕小船
ze2	箦	用具	yj	zekyj	竹编床席
ze2	赜	[思绪]	s	zeks	深奥
ze2	咋	发声	fu	zekfu	〔咋呼〕吆喝
ze4	侧	"外观,排序"	wgp	zedwgp	同“仄”倾斜
ze4	仄	(外观)		zed	倾斜
ze4	仄	外观	wg	zedwg	倾斜
ze4	昃	景物	jw	zedjw	太阳偏西
zei2	贼	(角色)		zeik	偷东西的人，盗匪
zei2	贼	角色	js	zeikjs	偷东西的人，盗匪
zen3	怎	(代词)		zenf	疑问词，如何
zen3	怎	代词	dc	zenfdc	疑问词，如何
zen4	谮	(谴责)		zend	说别人的坏话，诬陷，中伤
zen4	谮	谴责	qz	zendqz	说别人的坏话，诬陷，中伤
zeng1	曾	(类别)		zegl	指与自己中间隔两代的亲属
zeng1	曾	类别	lb	zegllb	指与自己中间隔两代的亲属
zeng1	增	(汇集)		zeg	加多，添
zeng1	增	汇集	hj	zeglhj	加多，添
zeng1	憎	反感	fg	zeglfg	恨，厌恶，嫌
zeng1	缯	服料	fl	zeglfl	古代对丝织品的总称
zeng1	罾	组合	zh	zeglzh	古代一种用木棍或竹竿做支架的方形鱼网
zeng4	缯	捆扎	kz	zegdkz	捆，扎
zeng4	锃	光泽	gz	zegdgz	器物等经过擦磨或整理后闪光耀眼
